session_id,agent_id,session_date,logged_hours,productive_hours
S00010735,AG0051,2026-06-23,8.36,7.21
S00010736,AG0051,2026-06-19,5.63,6.48
S00010737,AG0051,2026-06-17,5.41,6.22
S00010738,AG0051,2026-06-02,6.82,6.22
S00010739,AG0051,2026-06-21,8.52,7.13
S00010740,AG0052,2026-06-05,6.73,3.37
S00010741,AG0052,2026-06-11,5.54,6.37
S00010742,AG0052,2026-06-14,5.85,5.55
S00010743,AG0052,2026-06-25,6.29,6.12
S00010744,AG0052,2026-06-22,6.81,6.7
S00010745,AG0052,2026-06-04,7.67,6.62
S00010746,AG0052,2026-06-03,6.37,4.97
S00010747,AG0053,2026-06-10,5.63,3.32
S00010748,AG0053,2026-06-16,5.49,5.63
S00010749,AG0053,2026-06-22,7.4,5.89
S00010750,AG0053,2026-06-17,5.73,7.19
S00010751,AG0053,2026-06-03,6.5,6.01
S00010752,AG0053,2026-06-18,8.81,3.93
S00010753,AG0053,2026-06-17,5.04,6.89
S00010754,AG0053,2026-06-14,8.36,6.68
S00010755,AG0053,2026-06-26,6.29,5.95
S00010756,AG0053,2026-06-26,5.03,6.0
S00010757,AG0054,2026-06-15,6.04,4.34
S00010758,AG0054,2026-06-27,6.21,4.53
S00010759,AG0054,2026-06-16,5.56,3.81
S00010760,AG0054,2026-06-20,5.44,6.68
S00010761,AG0055,2026-06-11,6.79,5.48
S00010762,AG0055,2026-06-19,3.95,4.35
S00010763,AG0055,2026-06-08,7.12,6.09
S00010764,AG0055,2026-06-18,5.79,4.9
S00010765,AG0055,2026-06-15,6.39,6.66
S00010766,AG0055,2026-06-01,5.85,5.82
S00010767,AG0055,2026-06-19,5.78,5.13
S00010768,AG0055,2026-06-16,6.14,4.05
S00010769,AG0055,2026-06-21,6.58,4.51
S00010770,AG0055,2026-06-04,6.27,5.86
S00010771,AG0055,2026-06-18,6.26,3.95
S00010772,AG0055,2026-06-02,6.09,6.21
S00010773,AG0055,2026-06-12,6.51,5.9
S00010774,AG0055,2026-06-23,7.87,6.45
S00010775,AG0056,2026-06-17,6.73,5.83
S00010776,AG0056,2026-06-17,5.21,6.19
S00010777,AG0056,2026-06-11,7.19,4.1
S00010778,AG0056,2026-06-13,7.41,4.06
S00010779,AG0056,2026-06-26,5.32,5.11
S00010780,AG0056,2026-06-26,6.55,5.91
S00010781,AG0056,2026-06-01,8.9,4.04
S00010782,AG0056,2026-06-06,5.59,5.63
S00010783,AG0056,2026-06-04,6.74,6.23
S00010784,AG0056,2026-06-20,6.24,5.84
S00010785,AG0056,2026-06-17,7.87,5.79
S00010786,AG0056,2026-06-09,5.4,6.61
S00010787,AG0057,2026-06-01,7.73,4.82
S00010788,AG0057,2026-06-27,6.51,4.65
S00010789,AG0057,2026-06-08,8.4,5.27
S00010790,AG0057,2026-06-10,5.56,4.92
S00010791,AG0057,2026-06-26,5.16,4.62
S00010792,AG0057,2026-06-17,6.05,3.81
S00010793,AG0057,2026-06-13,7.74,7.03
S00010794,AG0057,2026-06-02,5.69,6.21
S00010795,AG0057,2026-06-26,7.23,6.11
S00010796,AG0057,2026-06-11,5.15,3.59
S00010797,AG0057,2026-06-05,6.28,4.65
S00010798,AG0058,2026-06-23,5.75,4.89
S00010799,AG0058,2026-06-02,6.04,4.85
S00010800,AG0058,2026-06-12,5.43,6.03
S00010801,AG0058,2026-06-18,7.0,7.06
S00010802,AG0058,2026-06-19,5.93,4.62
S00010803,AG0058,2026-06-16,5.88,4.97
S00010804,AG0058,2026-06-17,6.38,5.83
S00010805,AG0058,2026-06-06,8.08,8.18
S00010806,AG0058,2026-06-21,5.62,7.03
S00010807,AG0058,2026-06-11,8.0,5.89
S00010808,AG0058,2026-06-27,4.8,4.46
S00010809,AG0058,2026-06-02,6.91,5.16
S00010810,AG0058,2026-06-05,4.38,5.65
S00010811,AG0058,2026-06-24,7.09,6.72
S00010812,AG0059,2026-06-15,5.69,6.74
S00010813,AG0059,2026-06-10,5.0,6.6
S00010814,AG0059,2026-06-13,7.52,5.82
S00010815,AG0059,2026-06-11,6.94,5.51
S00010816,AG0059,2026-06-17,6.82,5.44
S00010817,AG0059,2026-06-10,7.58,6.6
S00010818,AG0059,2026-06-15,7.49,6.38
S00010819,AG0059,2026-06-14,6.98,4.15
S00010820,AG0060,2026-06-21,4.35,5.58
S00010821,AG0060,2026-06-14,6.4,5.15
S00010822,AG0060,2026-06-13,5.13,6.63
S00010823,AG0060,2026-06-10,5.88,4.93
S00010824,AG0060,2026-06-10,7.44,6.01
S00010825,AG0060,2026-06-09,6.27,6.84
S00010826,AG0060,2026-06-03,5.96,5.25
S00010827,AG0060,2026-06-06,6.15,4.9
S00010828,AG0060,2026-06-09,7.35,6.18
S00010829,AG0060,2026-06-27,7.35,6.01
S00010830,AG0061,2026-06-15,7.94,4.45
S00010831,AG0061,2026-06-22,7.71,5.18
S00010832,AG0061,2026-06-11,9.53,6.25
S00010833,AG0061,2026-06-26,6.81,4.31
S00010834,AG0061,2026-06-24,8.58,4.05
S00010835,AG0062,2026-06-03,7.03,5.76
S00010836,AG0062,2026-06-10,7.23,5.62
S00010837,AG0062,2026-06-17,8.81,4.2
S00010838,AG0062,2026-06-18,6.74,5.27
S00010839,AG0062,2026-06-22,6.99,6.13
S00010840,AG0062,2026-06-26,6.54,5.92
S00010841,AG0062,2026-06-07,5.52,5.96
S00010842,AG0062,2026-06-10,9.76,6.21
S00010843,AG0062,2026-06-04,6.96,4.54
S00010844,AG0062,2026-06-04,3.86,6.84
S00010845,AG0063,2026-06-18,6.24,4.72
S00010846,AG0063,2026-06-07,6.2,5.6
S00010847,AG0063,2026-06-27,7.0,2.89
S00010848,AG0063,2026-06-06,7.22,7.16
S00010849,AG0063,2026-06-02,8.76,3.37
S00010850,AG0063,2026-06-25,6.98,7.54
S00010851,AG0063,2026-06-09,6.23,6.05
S00010852,AG0063,2026-06-23,6.91,6.81
S00010853,AG0063,2026-06-24,5.96,6.88
S00010854,AG0064,2026-06-12,4.8,6.6
S00010855,AG0064,2026-06-19,6.19,6.6
S00010856,AG0064,2026-06-25,8.04,5.7
S00010857,AG0064,2026-06-27,6.7,4.2
S00010858,AG0064,2026-06-06,3.58,6.1
S00010859,AG0064,2026-06-06,5.74,5.92
S00010860,AG0064,2026-06-14,6.99,5.57
S00010861,AG0064,2026-06-26,6.87,5.91
S00010862,AG0064,2026-06-17,6.18,3.85
S00010863,AG0064,2026-06-17,4.47,4.62
S00010864,AG0064,2026-06-20,5.02,6.88
S00010865,AG0064,2026-06-11,5.35,5.91
S00010866,AG0064,2026-06-06,4.76,4.87
S00010867,AG0064,2026-06-25,6.96,5.63
S00010868,AG0065,2026-06-21,6.49,5.52
S00010869,AG0065,2026-06-02,7.49,5.64
S00010870,AG0065,2026-06-23,8.86,5.76
S00010871,AG0065,2026-06-09,6.66,5.54
S00010872,AG0065,2026-06-25,7.35,4.62
S00010873,AG0065,2026-06-12,6.93,6.06
S00010874,AG0065,2026-06-06,6.32,4.83
S00010875,AG0065,2026-06-25,5.15,5.23
S00010876,AG0065,2026-06-10,5.88,4.65
S00010877,AG0065,2026-06-22,4.94,5.6
S00010878,AG0065,2026-06-09,8.61,4.65
S00010879,AG0065,2026-06-01,6.22,7.01
S00010880,AG0065,2026-06-27,6.42,3.6
S00010881,AG0065,2026-06-10,5.87,4.35
S00010882,AG0065,2026-06-03,5.72,5.96
S00010883,AG0066,2026-06-27,7.23,4.47
S00010884,AG0066,2026-06-12,8.84,4.69
S00010885,AG0066,2026-06-23,6.66,3.78
S00010886,AG0066,2026-06-16,5.56,6.36
S00010887,AG0066,2026-06-22,6.27,5.93
S00010888,AG0066,2026-06-10,7.56,5.92
S00010889,AG0066,2026-06-14,5.13,5.25
S00010890,AG0066,2026-06-13,5.19,6.41
S00010891,AG0066,2026-06-15,6.4,6.2
S00010892,AG0066,2026-06-24,8.18,5.71
S00010893,AG0066,2026-06-08,6.91,6.36
S00010894,AG0066,2026-06-18,6.42,5.3
S00010895,AG0066,2026-06-08,8.41,5.24
S00010896,AG0066,2026-06-17,6.4,6.43
S00010897,AG0067,2026-06-09,6.09,5.29
S00010898,AG0067,2026-06-07,7.82,4.0
S00010899,AG0067,2026-06-23,5.9,3.93
S00010900,AG0067,2026-06-25,8.67,5.72
S00010901,AG0067,2026-06-02,5.63,5.48
S00010902,AG0067,2026-06-13,5.28,5.91
S00010903,AG0067,2026-06-19,4.51,5.61
S00010904,AG0067,2026-06-07,6.37,6.43
S00010905,AG0067,2026-06-27,6.63,5.64
S00010906,AG0068,2026-06-08,4.13,4.42
S00010907,AG0068,2026-06-14,5.64,3.92
S00010908,AG0068,2026-06-14,7.27,4.63
S00010909,AG0068,2026-06-19,6.88,7.38
S00010910,AG0068,2026-06-18,6.17,6.13
S00010911,AG0068,2026-06-20,5.86,5.45
S00010912,AG0068,2026-06-14,7.93,5.63
S00010913,AG0068,2026-06-23,6.82,4.29
S00010914,AG0068,2026-06-15,7.86,4.75
S00010915,AG0068,2026-06-08,7.17,6.58
S00010916,AG0068,2026-06-27,6.05,5.54
S00010917,AG0068,2026-06-25,5.13,4.92
S00010918,AG0068,2026-06-04,4.84,6.8
S00010919,AG0068,2026-06-09,8.65,6.29
S00010920,AG0069,2026-06-12,7.23,6.56
S00010921,AG0069,2026-06-16,4.15,6.41
S00010922,AG0069,2026-06-25,5.08,5.24
S00010923,AG0069,2026-06-16,6.07,5.47
S00010924,AG0069,2026-06-09,5.71,5.44
S00010925,AG0069,2026-06-15,6.34,7.24
S00010926,AG0069,2026-06-18,6.93,4.6
S00010927,AG0069,2026-06-16,5.64,6.26
S00010928,AG0069,2026-06-20,5.92,5.01
S00010929,AG0070,2026-06-06,5.83,6.56
S00010930,AG0070,2026-06-16,6.55,5.69
S00010931,AG0070,2026-06-21,7.02,4.72
S00010932,AG0070,2026-06-18,5.6,5.61
S00010933,AG0070,2026-06-21,6.96,6.34
S00010934,AG0070,2026-06-04,5.41,6.55
S00010935,AG0070,2026-06-19,5.25,5.89
S00010936,AG0070,2026-06-27,7.09,4.72
S00010937,AG0070,2026-06-18,5.75,5.37
S00010938,AG0070,2026-06-17,7.29,5.3
S00010939,AG0070,2026-06-12,6.35,4.11
S00010940,AG0070,2026-06-14,7.81,5.85
S00010941,AG0071,2026-06-17,7.36,6.03
S00010942,AG0071,2026-06-12,6.13,6.26
S00010943,AG0071,2026-06-25,6.61,4.94
S00010944,AG0071,2026-06-04,6.77,4.25
S00010945,AG0071,2026-06-09,7.51,5.4
S00010946,AG0071,2026-06-03,6.71,5.87
S00010947,AG0071,2026-06-12,5.4,5.85
S00010948,AG0071,2026-06-14,5.36,5.49
S00010949,AG0071,2026-06-18,6.91,4.29
S00010950,AG0071,2026-06-24,4.97,5.75
S00010951,AG0071,2026-06-15,6.45,5.16
S00010952,AG0071,2026-06-26,7.87,4.92
S00010953,AG0071,2026-06-05,6.51,5.04
S00010954,AG0071,2026-06-07,7.22,4.82
S00010955,AG0071,2026-06-11,5.03,5.3
S00010956,AG0072,2026-06-08,8.48,7.71
S00010957,AG0072,2026-06-01,6.06,5.55
S00010958,AG0072,2026-06-09,7.15,7.1
S00010959,AG0072,2026-06-02,6.48,5.12
S00010960,AG0072,2026-06-03,5.37,5.42
S00010961,AG0072,2026-06-02,4.71,6.57
S00010962,AG0072,2026-06-13,7.83,4.83
S00010963,AG0072,2026-06-20,8.39,5.43
S00010964,AG0072,2026-06-16,5.61,5.82
S00010965,AG0073,2026-06-25,5.9,4.78
S00010966,AG0073,2026-06-08,6.77,4.86
S00010967,AG0073,2026-06-05,5.88,3.98
S00010968,AG0073,2026-06-22,6.52,4.24
S00010969,AG0073,2026-06-09,5.96,6.8
S00010970,AG0073,2026-06-01,5.69,7.65
S00010971,AG0073,2026-06-08,6.79,3.44
S00010972,AG0073,2026-06-18,7.85,5.04
S00010973,AG0073,2026-06-06,7.27,6.97
S00010974,AG0073,2026-06-19,6.32,4.31
S00010975,AG0074,2026-06-05,5.16,6.33
S00010976,AG0074,2026-06-05,6.51,5.34
S00010977,AG0074,2026-06-08,4.9,3.56
S00010978,AG0074,2026-06-27,5.55,6.81
S00010979,AG0074,2026-06-01,6.44,5.32
S00010980,AG0074,2026-06-24,6.13,5.0
S00010981,AG0074,2026-06-11,6.38,6.26
S00010982,AG0074,2026-06-01,5.43,4.98
S00010983,AG0074,2026-06-01,6.53,7.36
S00010984,AG0074,2026-06-08,5.93,6.32
S00010985,AG0074,2026-06-14,7.37,3.58
S00010986,AG0074,2026-06-27,5.65,5.75
S00010987,AG0075,2026-06-10,6.7,6.0
S00010988,AG0075,2026-06-12,6.08,6.24
S00010989,AG0075,2026-06-17,8.85,3.33
S00010990,AG0075,2026-06-14,5.35,5.89
S00010991,AG0075,2026-06-08,7.88,4.5
S00010992,AG0076,2026-06-17,5.67,5.75
S00010993,AG0076,2026-06-08,7.18,6.84
S00010994,AG0076,2026-06-20,7.13,5.83
S00010995,AG0076,2026-06-04,5.64,5.19
S00010996,AG0076,2026-06-07,4.32,6.02
S00010997,AG0076,2026-06-22,7.56,4.39
S00010998,AG0076,2026-06-27,6.62,4.96
S00010999,AG0076,2026-06-05,6.84,5.23
S00011000,AG0076,2026-06-20,6.45,6.37
S00011001,AG0076,2026-06-24,6.91,5.83
S00011002,AG0076,2026-06-21,6.93,4.41
S00011003,AG0076,2026-06-23,6.94,6.51
S00011004,AG0076,2026-06-16,6.21,5.69
S00011005,AG0076,2026-06-14,7.28,5.64
S00011006,AG0076,2026-06-19,7.07,5.31
S00011007,AG0077,2026-06-13,6.82,5.23
S00011008,AG0077,2026-06-26,7.67,5.45
S00011009,AG0077,2026-06-08,4.81,6.73
S00011010,AG0077,2026-06-16,4.95,5.59
S00011011,AG0078,2026-06-04,7.13,4.03
S00011012,AG0078,2026-06-10,9.33,5.55
S00011013,AG0078,2026-06-15,7.65,3.82
S00011014,AG0078,2026-06-08,5.48,4.38
S00011015,AG0079,2026-06-11,7.38,4.82
S00011016,AG0079,2026-06-04,8.18,5.48
S00011017,AG0079,2026-06-16,7.49,6.36
S00011018,AG0079,2026-06-02,7.14,5.11
S00011019,AG0079,2026-06-08,6.59,5.29
S00011020,AG0079,2026-06-17,4.5,5.41
S00011021,AG0079,2026-06-25,4.75,5.18
S00011022,AG0079,2026-06-12,4.83,5.93
S00011023,AG0079,2026-06-13,7.61,4.4
S00011024,AG0079,2026-06-03,5.67,4.15
S00011025,AG0079,2026-06-21,6.12,6.15
S00011026,AG0080,2026-06-04,7.8,5.83
S00011027,AG0080,2026-06-06,5.8,7.58
S00011028,AG0080,2026-06-14,5.86,5.7
S00011029,AG0080,2026-06-04,7.03,5.45
S00011030,AG0080,2026-06-15,5.14,6.62
S00011031,AG0080,2026-06-20,7.5,5.93
S00011032,AG0080,2026-06-13,5.59,6.76
S00011033,AG0080,2026-06-10,6.85,6.48
S00011034,AG0080,2026-06-14,7.02,6.04
S00011035,AG0080,2026-06-26,7.58,4.85
S00011036,AG0080,2026-06-18,7.34,6.46
S00011037,AG0081,2026-06-06,5.66,6.16
S00011038,AG0081,2026-06-10,7.13,5.02
S00011039,AG0081,2026-06-14,7.37,6.45
S00011040,AG0081,2026-06-03,6.95,5.23
S00011041,AG0081,2026-06-20,6.21,6.34
S00011042,AG0081,2026-06-14,7.03,4.22
S00011043,AG0081,2026-06-06,5.02,5.47
S00011044,AG0081,2026-06-15,7.13,6.27
S00011045,AG0081,2026-06-16,4.76,5.42
S00011046,AG0081,2026-06-11,6.44,7.56
S00011047,AG0081,2026-06-26,6.12,5.09
S00011048,AG0081,2026-06-05,8.39,6.81
S00011049,AG0081,2026-06-05,5.68,5.02
S00011050,AG0082,2026-06-15,6.32,6.11
S00011051,AG0082,2026-06-02,6.74,3.71
S00011052,AG0082,2026-06-01,6.85,5.05
S00011053,AG0082,2026-06-05,7.18,5.53
S00011054,AG0083,2026-06-09,6.9,7.26
S00011055,AG0083,2026-06-10,6.61,2.91
S00011056,AG0083,2026-06-03,4.55,5.95
S00011057,AG0083,2026-06-06,6.89,6.77
S00011058,AG0083,2026-06-05,6.3,4.4
S00011059,AG0083,2026-06-03,5.67,5.37
S00011060,AG0083,2026-06-18,7.87,6.51
S00011061,AG0083,2026-06-08,4.1,4.24
S00011062,AG0083,2026-06-20,6.5,4.64
S00011063,AG0083,2026-06-15,6.67,5.98
S00011064,AG0083,2026-06-24,7.46,5.53
S00011065,AG0083,2026-06-01,4.62,5.0
S00011066,AG0083,2026-06-13,5.78,5.16
S00011067,AG0084,2026-06-15,6.79,5.22
S00011068,AG0084,2026-06-09,7.07,5.43
S00011069,AG0084,2026-06-27,8.21,6.65
S00011070,AG0084,2026-06-11,8.36,4.12
S00011071,AG0084,2026-06-10,6.6,7.26
S00011072,AG0084,2026-06-15,4.41,5.63
S00011073,AG0084,2026-06-25,6.15,6.74
S00011074,AG0084,2026-06-24,6.24,5.92
S00011075,AG0085,2026-06-05,6.83,6.48
S00011076,AG0085,2026-06-16,6.54,5.85
S00011077,AG0085,2026-06-15,7.54,6.33
S00011078,AG0085,2026-06-08,5.03,5.79
S00011079,AG0085,2026-06-26,8.38,5.28
S00011080,AG0085,2026-06-25,4.96,6.83
S00011081,AG0085,2026-06-13,6.76,2.74
S00011082,AG0085,2026-06-18,5.82,4.75
S00011083,AG0085,2026-06-02,4.49,5.31
S00011084,AG0086,2026-06-06,8.54,5.62
S00011085,AG0086,2026-06-14,5.07,5.84
S00011086,AG0086,2026-06-16,7.87,5.81
S00011087,AG0086,2026-06-24,6.68,5.08
S00011088,AG0086,2026-06-18,6.08,4.04
S00011089,AG0086,2026-06-20,6.87,5.11
S00011090,AG0086,2026-06-09,4.97,4.7
S00011091,AG0086,2026-06-23,5.66,4.09
S00011092,AG0086,2026-06-15,6.63,5.5
S00011093,AG0086,2026-06-22,6.31,5.76
S00011094,AG0086,2026-06-04,5.51,5.13
S00011095,AG0086,2026-06-25,6.12,5.05
S00011096,AG0087,2026-06-16,7.04,6.5
S00011097,AG0087,2026-06-21,5.55,6.3
S00011098,AG0087,2026-06-26,7.72,6.88
S00011099,AG0087,2026-06-26,6.94,4.25
S00011100,AG0088,2026-06-02,5.68,5.04
S00011101,AG0088,2026-06-07,5.9,6.48
S00011102,AG0088,2026-06-09,4.8,6.85
S00011103,AG0088,2026-06-27,9.16,5.83
S00011104,AG0089,2026-06-03,6.39,6.48
S00011105,AG0089,2026-06-01,6.27,5.83
S00011106,AG0089,2026-06-07,8.65,5.28
S00011107,AG0089,2026-06-27,5.96,4.5
S00011108,AG0089,2026-06-23,8.49,4.72
S00011109,AG0089,2026-06-22,7.11,4.6
S00011110,AG0089,2026-06-01,7.14,5.25
S00011111,AG0089,2026-06-21,5.66,5.35
S00011112,AG0089,2026-06-07,7.43,7.27
S00011113,AG0089,2026-06-22,6.66,5.12
S00011114,AG0090,2026-06-27,5.85,5.97
S00011115,AG0090,2026-06-13,6.7,6.26
S00011116,AG0090,2026-06-26,5.83,5.8
S00011117,AG0090,2026-06-06,6.95,5.74
S00011118,AG0091,2026-06-21,6.41,4.14
S00011119,AG0091,2026-06-05,6.27,4.73
S00011120,AG0091,2026-06-02,5.63,4.96
S00011121,AG0091,2026-06-05,7.26,5.64
S00011122,AG0091,2026-06-02,4.7,6.73
S00011123,AG0091,2026-06-10,4.85,5.13
S00011124,AG0091,2026-06-26,6.94,4.36
S00011125,AG0091,2026-06-13,7.65,6.09
S00011126,AG0091,2026-06-08,8.57,5.98
S00011127,AG0091,2026-06-16,6.34,5.47
S00011128,AG0091,2026-06-08,6.89,4.81
S00011129,AG0091,2026-06-16,7.99,5.07
S00011130,AG0091,2026-06-04,5.34,6.69
S00011131,AG0091,2026-06-03,7.2,5.06
S00011132,AG0092,2026-06-17,5.65,6.32
S00011133,AG0092,2026-06-19,6.33,5.78
S00011134,AG0092,2026-06-14,7.27,7.38
S00011135,AG0092,2026-06-24,7.51,6.74
S00011136,AG0092,2026-06-20,8.13,5.43
S00011137,AG0092,2026-06-08,7.35,6.43
S00011138,AG0092,2026-06-14,9.09,4.07
S00011139,AG0092,2026-06-17,5.71,4.49
S00011140,AG0093,2026-06-25,6.19,5.16
S00011141,AG0093,2026-06-08,7.99,6.07
S00011142,AG0093,2026-06-03,6.53,6.7
S00011143,AG0093,2026-06-18,5.78,6.22
S00011144,AG0094,2026-06-15,5.62,5.37
S00011145,AG0094,2026-06-11,7.87,4.84
S00011146,AG0094,2026-06-18,7.55,5.03
S00011147,AG0094,2026-06-27,7.36,5.46
S00011148,AG0094,2026-06-25,6.5,5.28
S00011149,AG0094,2026-06-22,6.59,5.19
S00011150,AG0094,2026-06-07,7.38,7.26
S00011151,AG0094,2026-06-17,6.86,5.51
S00011152,AG0094,2026-06-11,8.67,6.62
S00011153,AG0095,2026-06-20,6.23,5.62
S00011154,AG0095,2026-06-01,7.96,6.57
S00011155,AG0095,2026-06-16,6.74,4.45
S00011156,AG0095,2026-06-13,6.32,6.48
S00011157,AG0095,2026-06-07,7.91,6.82
S00011158,AG0095,2026-06-08,6.56,5.32
S00011159,AG0095,2026-06-02,6.68,5.78
S00011160,AG0095,2026-06-03,6.82,3.59
S00011161,AG0095,2026-06-06,5.8,5.29
S00011162,AG0095,2026-06-14,6.94,5.43
S00011163,AG0095,2026-06-17,5.45,3.51
S00011164,AG0095,2026-06-02,5.83,6.01
S00011165,AG0095,2026-06-10,4.76,5.63
S00011166,AG0095,2026-06-11,6.71,4.58
S00011167,AG0095,2026-06-24,6.04,7.26
S00011168,AG0096,2026-06-27,4.77,6.63
S00011169,AG0096,2026-06-08,6.61,5.73
S00011170,AG0096,2026-06-14,5.91,5.01
S00011171,AG0096,2026-06-09,6.06,5.93
S00011172,AG0096,2026-06-13,6.97,5.34
S00011173,AG0096,2026-06-09,7.26,4.96
S00011174,AG0096,2026-06-02,4.54,4.01
S00011175,AG0096,2026-06-07,5.31,6.53
S00011176,AG0097,2026-06-27,7.14,5.51
S00011177,AG0097,2026-06-24,5.63,6.07
S00011178,AG0097,2026-06-27,4.55,5.77
S00011179,AG0097,2026-06-07,7.14,5.29
S00011180,AG0097,2026-06-08,4.4,6.37
S00011181,AG0098,2026-06-07,7.91,4.39
S00011182,AG0098,2026-06-20,5.33,5.06
S00011183,AG0098,2026-06-25,5.81,3.94
S00011184,AG0098,2026-06-24,7.03,5.02
S00011185,AG0098,2026-06-08,8.27,6.12
S00011186,AG0099,2026-06-12,8.01,6.29
S00011187,AG0099,2026-06-13,6.66,6.77
S00011188,AG0099,2026-06-20,6.25,6.64
S00011189,AG0099,2026-06-03,7.4,5.55
S00011190,AG0099,2026-06-16,6.53,6.42
S00011191,AG0099,2026-06-25,4.73,6.46
S00011192,AG0099,2026-06-16,6.81,5.6
S00011193,AG0099,2026-06-13,4.7,5.2
S00011194,AG0099,2026-06-20,4.42,4.63
S00011195,AG0099,2026-06-19,5.92,5.04
S00011196,AG0100,2026-06-03,6.54,4.69
S00011197,AG0100,2026-06-05,4.24,4.36
S00011198,AG0100,2026-06-14,5.33,6.33
S00011199,AG0100,2026-06-07,5.49,4.98
S00011200,AG0100,2026-06-12,7.22,5.53
S00011201,AG0101,2026-06-05,7.84,4.87
S00011202,AG0101,2026-06-18,7.62,4.75
S00011203,AG0101,2026-06-01,6.94,5.54
S00011204,AG0101,2026-06-12,6.7,6.29
S00011205,AG0101,2026-06-27,5.47,5.12
S00011206,AG0101,2026-06-12,5.3,4.44
S00011207,AG0101,2026-06-20,7.14,4.67
S00011208,AG0101,2026-06-08,7.38,3.99
S00011209,AG0101,2026-06-20,5.96,5.22
S00011210,AG0101,2026-06-12,7.44,6.79
S00011211,AG0101,2026-06-08,6.49,6.2
S00011212,AG0101,2026-06-23,5.89,7.0
S00011213,AG0101,2026-06-19,6.47,6.43
S00011214,AG0101,2026-06-13,4.39,4.5
S00011215,AG0102,2026-06-24,5.63,4.27
S00011216,AG0102,2026-06-14,4.74,4.66
S00011217,AG0102,2026-06-13,7.58,5.36
S00011218,AG0102,2026-06-26,7.05,4.13
S00011219,AG0102,2026-06-12,5.81,6.19
S00011220,AG0102,2026-06-02,6.07,5.42
S00011221,AG0102,2026-06-21,7.39,6.12
S00011222,AG0102,2026-06-13,6.11,5.17
S00011223,AG0102,2026-06-14,6.79,5.73
S00011224,AG0102,2026-06-23,5.58,5.47
S00011225,AG0102,2026-06-06,6.72,4.37
S00011226,AG0103,2026-06-26,8.57,3.6
S00011227,AG0103,2026-06-09,4.58,4.36
S00011228,AG0103,2026-06-01,6.92,4.84
S00011229,AG0103,2026-06-03,6.89,4.41
S00011230,AG0103,2026-06-24,6.35,5.57
S00011231,AG0103,2026-06-09,6.58,5.47
S00011232,AG0103,2026-06-09,6.11,5.61
S00011233,AG0103,2026-06-18,7.65,4.9
S00011234,AG0103,2026-06-10,5.17,5.93
S00011235,AG0103,2026-06-27,7.09,6.3
S00011236,AG0103,2026-06-24,5.39,4.53
S00011237,AG0104,2026-06-18,6.39,5.78
S00011238,AG0104,2026-06-02,5.15,4.36
S00011239,AG0104,2026-06-11,8.49,6.52
S00011240,AG0104,2026-06-01,7.34,4.37
S00011241,AG0104,2026-06-05,5.25,4.73
S00011242,AG0104,2026-06-23,7.43,6.13
S00011243,AG0105,2026-06-11,6.89,4.33
S00011244,AG0105,2026-06-16,4.98,4.48
S00011245,AG0105,2026-06-19,6.24,4.85
S00011246,AG0105,2026-06-17,7.62,4.38
S00011247,AG0105,2026-06-18,8.4,5.51
S00011248,AG0105,2026-06-15,7.5,4.37
S00011249,AG0106,2026-06-11,6.08,6.27
S00011250,AG0106,2026-06-04,6.31,5.9
S00011251,AG0106,2026-06-22,5.33,5.57
S00011252,AG0106,2026-06-23,4.48,6.14
S00011253,AG0106,2026-06-26,8.63,5.18
S00011254,AG0106,2026-06-05,5.83,4.88
S00011255,AG0106,2026-06-08,6.16,5.84
S00011256,AG0106,2026-06-13,6.29,4.43
S00011257,AG0106,2026-06-21,6.05,5.62
S00011258,AG0106,2026-06-06,5.94,5.9
S00011259,AG0106,2026-06-14,6.54,5.04
S00011260,AG0106,2026-06-23,7.52,6.7
S00011261,AG0106,2026-06-15,8.05,5.95
S00011262,AG0106,2026-06-10,7.02,6.0
S00011263,AG0106,2026-06-08,5.01,5.48
S00011264,AG0107,2026-06-19,6.97,6.0
S00011265,AG0107,2026-06-05,4.98,5.95
S00011266,AG0107,2026-06-01,6.39,4.9
S00011267,AG0107,2026-06-09,7.27,5.02
S00011268,AG0107,2026-06-09,6.8,4.52
S00011269,AG0107,2026-06-16,7.19,4.6
S00011270,AG0107,2026-06-25,8.38,4.55
S00011271,AG0107,2026-06-03,6.41,5.72
S00011272,AG0108,2026-06-15,5.89,4.45
S00011273,AG0108,2026-06-08,5.9,4.61
S00011274,AG0108,2026-06-12,7.11,6.64
S00011275,AG0108,2026-06-06,6.39,5.58
S00011276,AG0108,2026-06-13,6.77,7.43
S00011277,AG0108,2026-06-14,5.06,6.52
S00011278,AG0108,2026-06-17,5.39,7.51
S00011279,AG0108,2026-06-27,6.5,6.08
S00011280,AG0108,2026-06-14,7.1,4.53
S00011281,AG0108,2026-06-18,6.34,5.14
S00011282,AG0108,2026-06-02,7.33,4.86
S00011283,AG0108,2026-06-14,6.86,6.34
S00011284,AG0108,2026-06-08,6.39,6.74
S00011285,AG0109,2026-06-10,7.42,5.12
S00011286,AG0109,2026-06-06,7.57,5.0
S00011287,AG0109,2026-06-06,5.58,6.62
S00011288,AG0109,2026-06-02,6.62,6.04
S00011289,AG0109,2026-06-12,8.06,4.1
S00011290,AG0109,2026-06-26,6.56,6.56
S00011291,AG0109,2026-06-17,5.95,5.9
S00011292,AG0109,2026-06-17,6.26,6.12
S00011293,AG0109,2026-06-17,8.69,5.11
