history_id,account_id,status_timestamp,status
H00001818,A001548,2024-01-28,ACTIVE
H00001819,A001549,2024-09-05,ACTIVE
H00001820,A001550,2025-10-08,ACTIVE
H00001821,A001551,2025-08-25,ACTIVE
H00001822,A001551,2026-01-21,CLOSED
H00001823,A001552,2024-01-10,ACTIVE
H00001824,A001553,2024-10-20,ACTIVE
H00001825,A001554,2025-02-15,ACTIVE
H00001826,A001555,2025-09-08,ACTIVE
H00001827,A001556,2025-06-21,ACTIVE
H00001828,A001557,2025-08-28,ACTIVE
H00001829,A001557,2027-01-26,CLOSED
H00001830,A001558,2026-04-22,ACTIVE
H00001831,A001559,2024-03-27,ACTIVE
H00001832,A001560,2024-12-15,ACTIVE
H00001833,A001561,2025-05-03,ACTIVE
H00001834,A001561,2025-10-10,CLOSED
H00001835,A001562,2025-11-15,ACTIVE
H00001836,A001562,2026-03-30,CLOSED
H00001837,A001563,2025-07-05,ACTIVE
H00001838,A001564,2025-11-18,ACTIVE
H00001839,A001565,2025-02-04,ACTIVE
H00001840,A001566,2024-03-18,ACTIVE
H00001841,A001566,2025-10-15,CLOSED
H00001842,A001567,2026-04-25,ACTIVE
H00001843,A001568,2024-06-25,ACTIVE
H00001844,A001569,2024-09-22,ACTIVE
H00001845,A001570,2024-09-08,ACTIVE
H00001846,A001571,2025-08-28,ACTIVE
H00001847,A001572,2025-01-11,ACTIVE
H00001848,A001573,2025-02-14,ACTIVE
H00001849,A001574,2024-03-20,ACTIVE
H00001850,A001575,2024-08-09,ACTIVE
H00001851,A001576,2026-04-08,ACTIVE
H00001852,A001577,2025-05-04,ACTIVE
H00001853,A001577,2025-08-19,CLOSED
H00001854,A001578,2026-03-03,ACTIVE
H00001855,A001578,2026-12-12,CLOSED
H00001856,A001579,2024-05-16,ACTIVE
H00001857,A001580,2024-12-07,ACTIVE
H00001858,A001581,2026-03-07,ACTIVE
H00001859,A001581,2027-07-23,WRITTEN_OFF
H00001860,A001582,2024-12-22,ACTIVE
H00001861,A001583,2026-04-16,ACTIVE
H00001862,A001584,2025-05-16,ACTIVE
H00001863,A001585,2024-07-31,ACTIVE
H00001864,A001585,2025-06-25,CLOSED
H00001865,A001586,2024-08-25,ACTIVE
H00001866,A001587,2026-01-18,ACTIVE
H00001867,A001588,2025-11-10,ACTIVE
H00001868,A001588,2026-03-20,WRITTEN_OFF
H00001869,A001589,2025-02-13,ACTIVE
H00001870,A001589,2025-07-04,CLOSED
H00001871,A001590,2025-09-29,ACTIVE
H00001872,A001590,2027-05-03,CLOSED
H00001873,A001591,2026-01-29,ACTIVE
H00001874,A001592,2024-01-18,ACTIVE
H00001875,A001593,2024-08-12,ACTIVE
H00001876,A001594,2024-07-23,ACTIVE
H00001877,A001595,2025-02-17,ACTIVE
H00001878,A001595,2026-05-15,CLOSED
H00001879,A001596,2024-11-12,ACTIVE
H00001880,A001597,2024-12-06,ACTIVE
H00001881,A001598,2026-01-30,ACTIVE
H00001882,A001599,2024-03-30,ACTIVE
H00001883,A001600,2024-08-17,ACTIVE
H00001884,A001601,2024-08-21,ACTIVE
H00001885,A001601,2025-10-01,CLOSED
H00001886,A001602,2024-02-14,ACTIVE
H00001887,A001602,2025-06-23,CLOSED
H00001888,A001603,2024-03-14,ACTIVE
H00001889,A001604,2025-05-12,ACTIVE
H00001890,A001605,2024-12-02,ACTIVE
H00001891,A001606,2024-05-28,ACTIVE
H00001892,A001607,2025-06-06,ACTIVE
H00001893,A001607,2026-09-22,CLOSED
H00001894,A001608,2025-12-01,ACTIVE
H00001895,A001609,2025-02-27,ACTIVE
H00001896,A001610,2025-11-17,ACTIVE
H00001897,A001611,2026-02-16,ACTIVE
H00001898,A001612,2024-04-20,ACTIVE
H00001899,A001613,2025-04-03,ACTIVE
H00001900,A001613,2026-10-21,CLOSED
H00001901,A001614,2025-04-22,ACTIVE
H00001902,A001615,2024-06-14,ACTIVE
H00001903,A001615,2025-11-01,CLOSED
H00001904,A001616,2025-02-19,ACTIVE
H00001905,A001617,2025-04-27,ACTIVE
H00001906,A001618,2024-07-26,ACTIVE
H00001907,A001619,2025-06-07,ACTIVE
H00001908,A001620,2026-03-03,ACTIVE
H00001909,A001621,2025-06-12,ACTIVE
H00001910,A001622,2026-02-15,ACTIVE
H00001911,A001623,2025-10-04,ACTIVE
H00001912,A001624,2024-06-02,ACTIVE
H00001913,A001625,2025-03-03,ACTIVE
H00001914,A001626,2026-04-09,ACTIVE
H00001915,A001626,2027-01-15,CLOSED
H00001916,A001627,2025-05-20,ACTIVE
H00001917,A001628,2024-06-23,ACTIVE
H00001918,A001629,2024-03-14,ACTIVE
H00001919,A001630,2026-03-22,ACTIVE
H00001920,A001631,2025-02-26,ACTIVE
H00001921,A001632,2024-12-10,ACTIVE
H00001922,A001632,2026-07-11,CLOSED
H00001923,A001633,2025-01-07,ACTIVE
H00001924,A001633,2025-09-26,CLOSED
H00001925,A001634,2025-05-20,ACTIVE
H00001926,A001635,2025-10-22,ACTIVE
H00001927,A001636,2025-06-01,ACTIVE
H00001928,A001637,2025-02-24,ACTIVE
H00001929,A001638,2025-12-03,ACTIVE
H00001930,A001639,2024-03-21,ACTIVE
H00001931,A001639,2024-11-24,CLOSED
H00001932,A001640,2024-02-03,ACTIVE
H00001933,A001640,2024-05-19,CLOSED
H00001934,A001641,2026-03-29,ACTIVE
H00001935,A001642,2026-01-21,ACTIVE
H00001936,A001643,2026-02-14,ACTIVE
H00001937,A001644,2025-08-02,ACTIVE
H00001938,A001645,2025-01-21,ACTIVE
H00001939,A001646,2026-03-01,ACTIVE
H00001940,A001647,2026-02-28,ACTIVE
H00001941,A001648,2024-08-12,ACTIVE
H00001942,A001649,2024-07-29,ACTIVE
H00001943,A001650,2024-09-07,ACTIVE
H00001944,A001650,2025-10-19,WRITTEN_OFF
H00001945,A001651,2025-02-14,ACTIVE
H00001946,A001651,2026-06-20,CLOSED
H00001947,A001652,2025-11-04,ACTIVE
H00001948,A001653,2024-11-28,ACTIVE
H00001949,A001654,2025-01-21,ACTIVE
H00001950,A001655,2025-02-13,ACTIVE
H00001951,A001656,2025-10-02,ACTIVE
H00001952,A001656,2027-01-05,WRITTEN_OFF
H00001953,A001657,2026-05-07,ACTIVE
H00001954,A001658,2024-04-11,ACTIVE
H00001955,A001658,2024-09-28,CLOSED
H00001956,A001659,2024-03-18,ACTIVE
H00001957,A001660,2025-07-13,ACTIVE
H00001958,A001661,2024-01-03,ACTIVE
H00001959,A001662,2025-03-18,ACTIVE
H00001960,A001662,2026-10-05,WRITTEN_OFF
H00001961,A001663,2025-06-09,ACTIVE
H00001962,A001664,2025-07-03,ACTIVE
H00001963,A001665,2024-04-18,ACTIVE
H00001964,A001666,2024-03-29,ACTIVE
H00001965,A001667,2024-06-14,ACTIVE
H00001966,A001668,2025-11-21,ACTIVE
H00001967,A001669,2024-06-06,ACTIVE
H00001968,A001669,2025-06-24,WRITTEN_OFF
H00001969,A001670,2025-07-17,ACTIVE
H00001970,A001671,2024-04-29,ACTIVE
H00001971,A001671,2024-10-22,CLOSED
H00001972,A001672,2026-03-09,ACTIVE
H00001973,A001673,2025-03-11,ACTIVE
H00001974,A001674,2025-04-09,ACTIVE
H00001975,A001674,2026-09-08,WRITTEN_OFF
H00001976,A001675,2024-12-16,ACTIVE
H00001977,A001676,2025-06-26,ACTIVE
H00001978,A001676,2025-12-26,CLOSED
H00001979,A001677,2024-04-04,ACTIVE
H00001980,A001678,2025-08-13,ACTIVE
H00001981,A001679,2025-12-28,ACTIVE
H00001982,A001680,2026-01-28,ACTIVE
H00001983,A001681,2026-05-01,ACTIVE
H00001984,A001681,2027-11-23,CLOSED
H00001985,A001682,2024-09-08,ACTIVE
H00001986,A001683,2024-03-18,ACTIVE
H00001987,A001683,2025-01-10,CLOSED
H00001988,A001684,2026-04-29,ACTIVE
H00001989,A001685,2025-04-11,ACTIVE
H00001990,A001686,2024-11-12,ACTIVE
H00001991,A001687,2024-08-12,ACTIVE
H00001992,A001688,2024-01-18,ACTIVE
H00001993,A001688,2024-04-20,CLOSED
H00001994,A001689,2024-04-13,ACTIVE
H00001995,A001689,2025-06-04,CLOSED
H00001996,A001690,2025-09-06,ACTIVE
H00001997,A001691,2025-12-10,ACTIVE
H00001998,A001692,2025-12-22,ACTIVE
H00001999,A001693,2025-04-21,ACTIVE
H00002000,A001694,2026-05-05,ACTIVE
H00002001,A001695,2025-04-02,ACTIVE
H00002002,A001695,2025-08-09,CLOSED
H00002003,A001696,2026-02-18,ACTIVE
H00002004,A001696,2026-11-08,CLOSED
H00002005,A001697,2024-03-18,ACTIVE
H00002006,A001698,2025-12-21,ACTIVE
H00002007,A001699,2026-05-12,ACTIVE
H00002008,A001699,2027-01-26,CLOSED
H00002009,A001700,2024-12-02,ACTIVE
H00002010,A001701,2025-06-22,ACTIVE
H00002011,A001702,2025-07-04,ACTIVE
H00002012,A001703,2026-03-31,ACTIVE
H00002013,A001704,2024-12-27,ACTIVE
H00002014,A001705,2025-12-11,ACTIVE
H00002015,A001706,2026-05-22,ACTIVE
H00002016,A001707,2024-12-15,ACTIVE
H00002017,A001707,2025-08-08,CLOSED
H00002018,A001708,2025-11-13,ACTIVE
H00002019,A001709,2024-10-15,ACTIVE
H00002020,A001710,2025-10-07,ACTIVE
H00002021,A001710,2026-06-04,CLOSED
H00002022,A001711,2024-07-14,ACTIVE
H00002023,A001712,2025-03-05,ACTIVE
H00002024,A001713,2025-04-04,ACTIVE
H00002025,A001714,2024-08-17,ACTIVE
H00002026,A001715,2024-10-28,ACTIVE
H00002027,A001716,2025-08-29,ACTIVE
H00002028,A001716,2026-11-27,CLOSED
H00002029,A001717,2025-11-20,ACTIVE
H00002030,A001718,2025-01-21,ACTIVE
H00002031,A001719,2024-12-17,ACTIVE
H00002032,A001719,2025-05-17,WRITTEN_OFF
H00002033,A001720,2024-10-01,ACTIVE
H00002034,A001721,2025-05-07,ACTIVE
H00002035,A001722,2026-01-20,ACTIVE
H00002036,A001723,2024-03-10,ACTIVE
H00002037,A001724,2026-05-13,ACTIVE
H00002038,A001725,2024-07-23,ACTIVE
H00002039,A001726,2025-06-03,ACTIVE
H00002040,A001727,2024-09-22,ACTIVE
H00002041,A001728,2025-07-27,ACTIVE
H00002042,A001729,2024-11-04,ACTIVE
H00002043,A001730,2024-09-30,ACTIVE
H00002044,A001730,2025-04-28,WRITTEN_OFF
H00002045,A001731,2024-06-21,ACTIVE
H00002046,A001732,2025-01-02,ACTIVE
H00002047,A001733,2024-09-19,ACTIVE
H00002048,A001734,2026-01-02,ACTIVE
H00002049,A001734,2026-12-28,CLOSED
H00002050,A001735,2026-03-23,ACTIVE
H00002051,A001735,2027-07-28,CLOSED
H00002052,A001736,2026-03-31,ACTIVE
H00002053,A001737,2024-09-18,ACTIVE
H00002054,A001738,2024-04-13,ACTIVE
H00002055,A001739,2024-03-11,ACTIVE
H00002056,A001740,2025-06-05,ACTIVE
H00002057,A001741,2025-03-26,ACTIVE
H00002058,A001742,2024-04-26,ACTIVE
H00002059,A001743,2025-03-07,ACTIVE
H00002060,A001744,2024-02-23,ACTIVE
H00002061,A001744,2024-10-24,CLOSED
H00002062,A001745,2025-04-21,ACTIVE
H00002063,A001746,2024-02-11,ACTIVE
H00002064,A001746,2025-07-16,CLOSED
H00002065,A001747,2024-10-26,ACTIVE
H00002066,A001747,2025-04-06,CLOSED
H00002067,A001748,2024-03-06,ACTIVE
H00002068,A001749,2024-01-23,ACTIVE
H00002069,A001750,2026-04-04,ACTIVE
H00002070,A001751,2025-09-09,ACTIVE
H00002071,A001752,2024-02-22,ACTIVE
H00002072,A001753,2025-12-30,ACTIVE
H00002073,A001754,2025-05-03,ACTIVE
H00002074,A001755,2024-01-26,ACTIVE
H00002075,A001756,2025-02-14,ACTIVE
H00002076,A001757,2024-09-18,ACTIVE
H00002077,A001758,2024-07-12,ACTIVE
H00002078,A001759,2025-01-20,ACTIVE
H00002079,A001760,2024-10-01,ACTIVE
H00002080,A001760,2026-03-25,WRITTEN_OFF
H00002081,A001761,2024-11-28,ACTIVE
H00002082,A001762,2025-04-01,ACTIVE
H00002083,A001763,2024-01-10,ACTIVE
H00002084,A001764,2025-04-10,ACTIVE
H00002085,A001765,2025-04-13,ACTIVE
H00002086,A001766,2025-04-06,ACTIVE
H00002087,A001767,2025-08-11,ACTIVE
H00002088,A001767,2026-11-27,CLOSED
H00002089,A001768,2025-11-03,ACTIVE
H00002090,A001769,2024-02-18,ACTIVE
H00002091,A001770,2026-03-16,ACTIVE
H00002092,A001771,2025-08-20,ACTIVE
H00002093,A001772,2024-09-21,ACTIVE
H00002094,A001773,2025-05-04,ACTIVE
H00002095,A001774,2024-10-10,ACTIVE
H00002096,A001775,2026-05-04,ACTIVE
H00002097,A001775,2026-11-10,CLOSED
H00002098,A001776,2026-04-20,ACTIVE
H00002099,A001776,2027-02-02,CLOSED
H00002100,A001777,2024-06-17,ACTIVE
H00002101,A001778,2024-06-09,ACTIVE
H00002102,A001779,2024-07-21,ACTIVE
H00002103,A001780,2026-03-10,ACTIVE
H00002104,A001781,2025-07-09,ACTIVE
H00002105,A001782,2024-12-29,ACTIVE
H00002106,A001783,2025-06-04,ACTIVE
H00002107,A001783,2026-04-13,CLOSED
H00002108,A001784,2024-08-29,ACTIVE
H00002109,A001785,2024-11-04,ACTIVE
H00002110,A001786,2025-08-30,ACTIVE
H00002111,A001787,2024-07-10,ACTIVE
H00002112,A001788,2024-07-16,ACTIVE
H00002113,A001789,2025-03-23,ACTIVE
H00002114,A001790,2025-03-07,ACTIVE
H00002115,A001790,2026-06-16,WRITTEN_OFF
H00002116,A001791,2024-04-02,ACTIVE
H00002117,A001792,2025-10-23,ACTIVE
H00002118,A001792,2027-04-04,CLOSED
H00002119,A001793,2025-06-24,ACTIVE
H00002120,A001793,2026-01-05,CLOSED
H00002121,A001794,2025-03-18,ACTIVE
H00002122,A001794,2026-04-01,WRITTEN_OFF
H00002123,A001795,2024-02-20,ACTIVE
H00002124,A001795,2024-10-26,CLOSED
H00002125,A001796,2024-08-04,ACTIVE
H00002126,A001797,2025-10-25,ACTIVE
H00002127,A001798,2025-04-30,ACTIVE
H00002128,A001799,2026-05-04,ACTIVE
H00002129,A001799,2026-08-06,CLOSED
H00002130,A001800,2024-10-28,ACTIVE
H00002131,A001801,2024-03-07,ACTIVE
H00002132,A001802,2025-02-13,ACTIVE
H00002133,A001803,2025-01-17,ACTIVE
H00002134,A001804,2026-03-09,ACTIVE
H00002135,A001805,2024-02-14,ACTIVE
H00002136,A001805,2024-11-20,WRITTEN_OFF
H00002137,A001806,2025-05-17,ACTIVE
H00002138,A001806,2026-06-25,CLOSED
H00002139,A001807,2026-05-10,ACTIVE
H00002140,A001808,2025-04-06,ACTIVE
H00002141,A001809,2026-03-24,ACTIVE
H00002142,A001810,2026-05-15,ACTIVE
H00002143,A001811,2024-06-12,ACTIVE
H00002144,A001812,2024-02-11,ACTIVE
H00002145,A001813,2024-07-02,ACTIVE
H00002146,A001814,2025-04-13,ACTIVE
H00002147,A001815,2024-01-31,ACTIVE
H00002148,A001816,2024-11-10,ACTIVE
H00002149,A001817,2024-11-17,ACTIVE
H00002150,A001818,2025-01-22,ACTIVE
H00002151,A001819,2024-04-11,ACTIVE
H00002152,A001820,2024-10-12,ACTIVE
H00002153,A001821,2025-11-30,ACTIVE
H00002154,A001822,2026-03-30,ACTIVE
H00002155,A001823,2024-01-25,ACTIVE
H00002156,A001824,2025-04-13,ACTIVE
H00002157,A001824,2026-09-04,WRITTEN_OFF
H00002158,A001825,2025-08-09,ACTIVE
H00002159,A001826,2025-02-20,ACTIVE
H00002160,A001827,2024-09-20,ACTIVE
H00002161,A001828,2026-03-10,ACTIVE
H00002162,A001829,2026-05-28,ACTIVE
H00002163,A001830,2024-01-21,ACTIVE
H00002164,A001830,2024-12-16,CLOSED
H00002165,A001831,2025-09-17,ACTIVE
H00002166,A001832,2025-09-09,ACTIVE
H00002167,A001832,2026-06-05,CLOSED
H00002168,A001833,2025-10-03,ACTIVE
H00002169,A001834,2025-03-29,ACTIVE
H00002170,A001835,2024-07-03,ACTIVE
H00002171,A001836,2024-08-26,ACTIVE
H00002172,A001837,2025-03-08,ACTIVE
H00002173,A001838,2025-11-17,ACTIVE
H00002174,A001839,2025-03-06,ACTIVE
H00002175,A001840,2024-01-18,ACTIVE
H00002176,A001841,2024-12-19,ACTIVE
H00002177,A001842,2024-03-29,ACTIVE
H00002178,A001843,2024-02-22,ACTIVE
H00002179,A001843,2025-07-01,WRITTEN_OFF
H00002180,A001844,2025-06-02,ACTIVE
H00002181,A001845,2026-01-05,ACTIVE
H00002182,A001845,2027-05-20,CLOSED
H00002183,A001846,2025-02-01,ACTIVE
H00002184,A001847,2025-07-05,ACTIVE
H00002185,A001848,2026-05-27,ACTIVE
H00002186,A001849,2026-04-03,ACTIVE
H00002187,A001850,2025-07-22,ACTIVE
H00002188,A001850,2027-02-13,CLOSED
H00002189,A001851,2025-09-27,ACTIVE
H00002190,A001852,2024-08-24,ACTIVE
H00002191,A001853,2024-03-28,ACTIVE
H00002192,A001854,2025-11-24,ACTIVE
H00002193,A001855,2025-05-25,ACTIVE
H00002194,A001856,2024-11-04,ACTIVE
H00002195,A001857,2024-03-30,ACTIVE
H00002196,A001858,2026-01-14,ACTIVE
H00002197,A001859,2025-01-06,ACTIVE
H00002198,A001860,2026-04-10,ACTIVE
H00002199,A001861,2026-03-31,ACTIVE
H00002200,A001862,2025-01-13,ACTIVE
H00002201,A001863,2026-03-09,ACTIVE
H00002202,A001864,2025-12-20,ACTIVE
H00002203,A001864,2027-02-24,WRITTEN_OFF
H00002204,A001865,2024-07-28,ACTIVE
H00002205,A001866,2025-01-13,ACTIVE
H00002206,A001867,2024-06-28,ACTIVE
H00002207,A001868,2025-01-05,ACTIVE
H00002208,A001869,2025-06-04,ACTIVE
H00002209,A001870,2024-09-14,ACTIVE
H00002210,A001871,2025-10-02,ACTIVE
H00002211,A001872,2025-12-30,ACTIVE
H00002212,A001872,2026-07-17,CLOSED
H00002213,A001873,2024-02-18,ACTIVE
H00002214,A001874,2025-06-19,ACTIVE
H00002215,A001875,2025-01-29,ACTIVE
H00002216,A001876,2026-05-21,ACTIVE
H00002217,A001876,2027-06-19,CLOSED
H00002218,A001877,2024-12-03,ACTIVE
H00002219,A001878,2025-01-15,ACTIVE
H00002220,A001879,2024-04-09,ACTIVE
H00002221,A001880,2026-04-14,ACTIVE
H00002222,A001881,2024-12-29,ACTIVE
H00002223,A001882,2025-03-28,ACTIVE
H00002224,A001882,2025-12-09,CLOSED
H00002225,A001883,2024-08-16,ACTIVE
H00002226,A001884,2024-06-19,ACTIVE
H00002227,A001885,2024-10-21,ACTIVE
H00002228,A001886,2025-08-31,ACTIVE
H00002229,A001887,2025-02-11,ACTIVE
H00002230,A001888,2024-03-29,ACTIVE
H00002231,A001889,2026-01-19,ACTIVE
H00002232,A001890,2024-06-23,ACTIVE
H00002233,A001891,2025-02-16,ACTIVE
H00002234,A001892,2025-01-25,ACTIVE
H00002235,A001892,2026-09-05,CLOSED
H00002236,A001893,2025-02-21,ACTIVE
H00002237,A001893,2026-09-21,CLOSED
H00002238,A001894,2026-03-10,ACTIVE
H00002239,A001895,2024-11-01,ACTIVE
H00002240,A001896,2025-07-23,ACTIVE
H00002241,A001897,2024-07-20,ACTIVE
H00002242,A001897,2025-08-03,CLOSED
H00002243,A001898,2025-08-19,ACTIVE
H00002244,A001899,2024-02-17,ACTIVE
H00002245,A001900,2025-03-20,ACTIVE
H00002246,A001901,2024-06-07,ACTIVE
H00002247,A001902,2025-02-15,ACTIVE
H00002248,A001903,2025-02-03,ACTIVE
H00002249,A001904,2025-08-26,ACTIVE
H00002250,A001905,2025-10-18,ACTIVE
H00002251,A001906,2024-03-31,ACTIVE
H00002252,A001907,2024-09-05,ACTIVE
H00002253,A001908,2024-01-24,ACTIVE
H00002254,A001909,2024-12-15,ACTIVE
H00002255,A001910,2025-06-27,ACTIVE
H00002256,A001910,2026-06-20,CLOSED
H00002257,A001911,2024-10-31,ACTIVE
H00002258,A001912,2025-12-26,ACTIVE
H00002259,A001913,2025-07-24,ACTIVE
H00002260,A001914,2025-08-30,ACTIVE
H00002261,A001915,2024-06-01,ACTIVE
H00002262,A001916,2024-10-02,ACTIVE
H00002263,A001917,2024-06-19,ACTIVE
H00002264,A001918,2025-04-16,ACTIVE
H00002265,A001919,2024-06-17,ACTIVE
H00002266,A001920,2024-06-20,ACTIVE
H00002267,A001921,2026-04-11,ACTIVE
H00002268,A001922,2025-06-20,ACTIVE
H00002269,A001922,2026-05-03,WRITTEN_OFF
H00002270,A001923,2024-06-26,ACTIVE
H00002271,A001924,2024-07-13,ACTIVE
H00002272,A001925,2026-01-09,ACTIVE
H00002273,A001926,2025-09-29,ACTIVE
H00002274,A001927,2025-12-22,ACTIVE
H00002275,A001928,2026-01-09,ACTIVE
H00002276,A001929,2024-06-09,ACTIVE
H00002277,A001930,2025-01-25,ACTIVE
H00002278,A001931,2024-09-04,ACTIVE
H00002279,A001932,2024-02-10,ACTIVE
H00002280,A001933,2024-11-05,ACTIVE
H00002281,A001934,2025-10-07,ACTIVE
H00002282,A001935,2026-01-10,ACTIVE
H00002283,A001936,2024-06-27,ACTIVE
H00002284,A001937,2026-04-16,ACTIVE
H00002285,A001938,2025-03-07,ACTIVE
H00002286,A001938,2026-02-19,CLOSED
H00002287,A001939,2025-12-26,ACTIVE
H00002288,A001939,2026-04-06,CLOSED
H00002289,A001940,2025-05-12,ACTIVE
H00002290,A001941,2026-03-14,ACTIVE
H00002291,A001942,2024-04-30,ACTIVE
H00002292,A001943,2024-09-19,ACTIVE
H00002293,A001944,2026-05-30,ACTIVE
H00002294,A001945,2025-12-01,ACTIVE
H00002295,A001946,2025-10-31,ACTIVE
H00002296,A001947,2025-08-29,ACTIVE
H00002297,A001948,2025-08-30,ACTIVE
H00002298,A001949,2025-07-23,ACTIVE
H00002299,A001950,2025-04-05,ACTIVE
H00002300,A001950,2025-11-15,WRITTEN_OFF
H00002301,A001951,2025-02-23,ACTIVE
H00002302,A001952,2025-08-16,ACTIVE
H00002303,A001953,2024-10-30,ACTIVE
H00002304,A001954,2024-09-18,ACTIVE
H00002305,A001955,2026-04-23,ACTIVE
H00002306,A001956,2025-06-22,ACTIVE
H00002307,A001957,2024-10-29,ACTIVE
H00002308,A001958,2025-03-01,ACTIVE
H00002309,A001959,2025-04-17,ACTIVE
H00002310,A001960,2024-10-31,ACTIVE
H00002311,A001961,2025-10-30,ACTIVE
H00002312,A001962,2026-05-19,ACTIVE
H00002313,A001962,2027-04-21,WRITTEN_OFF
H00002314,A001963,2025-09-23,ACTIVE
H00002315,A001964,2025-07-03,ACTIVE
H00002316,A001965,2026-01-30,ACTIVE
H00002317,A001966,2025-04-05,ACTIVE
H00002318,A001967,2025-11-22,ACTIVE
H00002319,A001968,2025-09-05,ACTIVE
H00002320,A001969,2025-08-30,ACTIVE
H00002321,A001970,2024-08-10,ACTIVE
H00002322,A001971,2026-01-04,ACTIVE
H00002323,A001972,2024-05-09,ACTIVE
H00002324,A001973,2025-08-11,ACTIVE
H00002325,A001974,2024-06-08,ACTIVE
H00002326,A001975,2024-04-04,ACTIVE
H00002327,A001976,2024-01-31,ACTIVE
H00002328,A001977,2024-02-13,ACTIVE
H00002329,A001978,2025-08-17,ACTIVE
H00002330,A001979,2025-08-04,ACTIVE
H00002331,A001980,2026-05-12,ACTIVE
H00002332,A001981,2026-05-29,ACTIVE
H00002333,A001982,2026-04-17,ACTIVE
H00002334,A001983,2026-03-07,ACTIVE
H00002335,A001983,2026-08-23,WRITTEN_OFF
H00002336,A001984,2024-12-10,ACTIVE
H00002337,A001985,2024-07-12,ACTIVE
H00002338,A001985,2025-01-30,CLOSED
H00002339,A001986,2024-05-22,ACTIVE
H00002340,A001986,2025-12-10,CLOSED
H00002341,A001987,2026-04-28,ACTIVE
H00002342,A001988,2024-03-23,ACTIVE
H00002343,A001989,2024-01-03,ACTIVE
H00002344,A001990,2024-09-18,ACTIVE
H00002345,A001991,2025-11-14,ACTIVE
H00002346,A001992,2026-03-19,ACTIVE
H00002347,A001992,2026-09-30,WRITTEN_OFF
H00002348,A001993,2025-07-28,ACTIVE
H00002349,A001994,2025-12-15,ACTIVE
H00002350,A001995,2024-10-25,ACTIVE
H00002351,A001995,2025-08-05,WRITTEN_OFF
H00002352,A001996,2025-08-03,ACTIVE
H00002353,A001996,2026-04-24,WRITTEN_OFF
H00002354,A001997,2024-11-06,ACTIVE
H00002355,A001998,2025-11-05,ACTIVE
H00002356,A001999,2024-05-09,ACTIVE
H00002357,A002000,2024-12-10,ACTIVE
H00002358,A002001,2024-03-29,ACTIVE
H00002359,A002002,2025-07-11,ACTIVE
H00002360,A002003,2024-12-07,ACTIVE
H00002361,A002004,2026-01-17,ACTIVE
H00002362,A002005,2025-04-23,ACTIVE
H00002363,A002006,2025-07-29,ACTIVE
H00002364,A002007,2024-05-18,ACTIVE
H00002365,A002008,2024-04-25,ACTIVE
H00002366,A002009,2025-10-13,ACTIVE
H00002367,A002009,2026-02-21,CLOSED
H00002368,A002010,2024-02-07,ACTIVE
H00002369,A002011,2024-04-04,ACTIVE
H00002370,A002012,2025-05-11,ACTIVE
H00002371,A002013,2024-03-03,ACTIVE
H00002372,A002014,2024-11-09,ACTIVE
H00002373,A002015,2024-10-15,ACTIVE
H00002374,A002016,2024-01-07,ACTIVE
H00002375,A002017,2025-12-10,ACTIVE
H00002376,A002018,2025-11-05,ACTIVE
H00002377,A002019,2024-05-11,ACTIVE
H00002378,A002019,2024-08-09,CLOSED
H00002379,A002020,2024-10-25,ACTIVE
H00002380,A002021,2024-04-13,ACTIVE
H00002381,A002022,2025-12-18,ACTIVE
H00002382,A002023,2024-05-08,ACTIVE
H00002383,A002023,2025-10-10,CLOSED
H00002384,A002024,2024-11-13,ACTIVE
H00002385,A002025,2025-08-26,ACTIVE
H00002386,A002026,2025-01-06,ACTIVE
H00002387,A002026,2025-04-29,CLOSED
H00002388,A002027,2025-03-12,ACTIVE
H00002389,A002028,2025-02-02,ACTIVE
H00002390,A002028,2025-08-13,WRITTEN_OFF
H00002391,A002029,2024-04-19,ACTIVE
H00002392,A002030,2024-03-17,ACTIVE
H00002393,A002031,2024-02-12,ACTIVE
H00002394,A002032,2024-03-15,ACTIVE
H00002395,A002033,2025-12-12,ACTIVE
H00002396,A002034,2025-11-04,ACTIVE
H00002397,A002035,2025-12-12,ACTIVE
H00002398,A002036,2025-12-21,ACTIVE
H00002399,A002037,2024-09-29,ACTIVE
H00002400,A002038,2026-04-18,ACTIVE
H00002401,A002039,2024-01-09,ACTIVE
H00002402,A002040,2025-08-12,ACTIVE
H00002403,A002041,2024-03-11,ACTIVE
H00002404,A002042,2024-11-28,ACTIVE
H00002405,A002043,2026-03-19,ACTIVE
H00002406,A002043,2027-01-17,CLOSED
H00002407,A002044,2024-09-29,ACTIVE
H00002408,A002045,2024-08-16,ACTIVE
H00002409,A002045,2025-10-11,CLOSED
H00002410,A002046,2025-10-09,ACTIVE
H00002411,A002047,2024-03-12,ACTIVE
H00002412,A002048,2024-02-04,ACTIVE
H00002413,A002048,2025-07-07,CLOSED
H00002414,A002049,2025-07-19,ACTIVE
H00002415,A002050,2024-03-17,ACTIVE
H00002416,A002051,2024-05-21,ACTIVE
H00002417,A002052,2025-11-01,ACTIVE
H00002418,A002053,2024-03-21,ACTIVE
H00002419,A002054,2026-01-21,ACTIVE
H00002420,A002054,2026-05-22,CLOSED
H00002421,A002055,2024-10-06,ACTIVE
H00002422,A002056,2025-07-14,ACTIVE
H00002423,A002057,2024-01-04,ACTIVE
