borrower_id,client,geography,language,borrower_segment,income_band
B01616,Client_A,South,Telugu,Salaried,>70K
B01617,Client_A,South,Tamil,Salaried,20K-40K
B01618,Client_B,East,Tamil,Salaried,20K-40K
B01619,Client_C,East,Bengali,Salaried,40K-70K
B01620,Client_A,East,Telugu,Self_Employed,40K-70K
B01621,Client_B,East,Tamil,Salaried,40K-70K
B01622,Client_A,West,Telugu,Salaried,<20K
B01623,Client_A,East,Bengali,Self_Employed,<20K
B01624,Client_B,West,Telugu,Self_Employed,40K-70K
B01625,Client_D,East,English,Informal,>70K
B01626,Client_D,South,Telugu,Informal,40K-70K
B01627,Client_B,North,Hindi,Self_Employed,>70K
B01628,Client_A,North,Tamil,Self_Employed,20K-40K
B01629,Client_A,South,English,Salaried,<20K
B01630,Client_C,North,English,Salaried,20K-40K
B01631,Client_D,North,Hindi,Self_Employed,40K-70K
B01632,Client_A,East,Hindi,Self_Employed,>70K
B01633,Client_C,North,English,Self_Employed,40K-70K
B01634,Client_D,North,Hindi,Salaried,<20K
B01635,Client_A,West,English,Salaried,>70K
B01636,Client_D,East,Tamil,Self_Employed,40K-70K
B01637,Client_B,East,Telugu,Self_Employed,<20K
B01638,Client_C,East,English,Self_Employed,<20K
B01639,Client_C,East,Bengali,Self_Employed,>70K
B01640,Client_C,East,Telugu,Informal,<20K
B01641,Client_D,West,Bengali,Salaried,>70K
B01642,Client_C,West,Hindi,Salaried,>70K
B01643,Client_B,West,English,Salaried,20K-40K
B01644,Client_B,South,Telugu,Salaried,20K-40K
B01645,Client_D,North,English,Self_Employed,>70K
B01646,Client_A,West,Bengali,Self_Employed,20K-40K
B01647,Client_B,East,Tamil,Self_Employed,<20K
B01648,Client_A,East,English,Salaried,20K-40K
B01649,Client_A,East,Telugu,Salaried,<20K
B01650,Client_B,South,Hindi,Self_Employed,<20K
B01651,Client_A,North,Telugu,Self_Employed,>70K
B01652,Client_B,East,Tamil,Informal,20K-40K
B01653,Client_B,East,Tamil,Salaried,>70K
B01654,Client_B,North,Bengali,Salaried,>70K
B01655,Client_C,South,Tamil,Informal,20K-40K
B01656,Client_B,West,English,Informal,<20K
B01657,Client_A,North,Bengali,Informal,<20K
B01658,Client_C,East,Hindi,Self_Employed,20K-40K
B01659,Client_B,West,Bengali,Self_Employed,20K-40K
B01660,Client_B,North,English,Salaried,>70K
B01661,Client_A,East,Bengali,Salaried,40K-70K
B01662,Client_D,North,Tamil,Informal,40K-70K
B01663,Client_A,East,Telugu,Self_Employed,40K-70K
B01664,Client_B,South,Hindi,Salaried,20K-40K
B01665,Client_B,North,Tamil,Salaried,20K-40K
B01666,Client_D,West,Hindi,Self_Employed,40K-70K
B01667,Client_A,North,Telugu,Informal,>70K
B01668,Client_A,East,Tamil,Self_Employed,>70K
B01669,Client_C,West,English,Salaried,>70K
B01670,Client_D,North,English,Informal,40K-70K
B01671,Client_B,South,Hindi,Self_Employed,40K-70K
B01672,Client_D,West,English,Self_Employed,>70K
B01673,Client_A,East,Telugu,Informal,40K-70K
B01674,Client_D,South,English,Salaried,20K-40K
B01675,Client_A,West,Tamil,Informal,20K-40K
B01676,Client_C,North,Tamil,Salaried,40K-70K
B01677,Client_D,North,Telugu,Self_Employed,40K-70K
B01678,Client_A,West,Tamil,Salaried,20K-40K
B01679,Client_C,North,Tamil,Salaried,>70K
B01680,Client_B,East,Tamil,Salaried,20K-40K
B01681,Client_A,East,Tamil,Salaried,40K-70K
B01682,Client_A,West,Hindi,Informal,40K-70K
B01683,Client_C,West,Hindi,Salaried,40K-70K
B01684,Client_B,South,Hindi,Salaried,<20K
B01685,Client_B,East,Bengali,Self_Employed,20K-40K
B01686,Client_A,South,English,Self_Employed,40K-70K
B01687,Client_A,East,Telugu,Salaried,<20K
B01688,Client_A,East,English,Salaried,40K-70K
B01689,Client_B,North,Telugu,Salaried,<20K
B01690,Client_A,East,Tamil,Informal,>70K
B01691,Client_A,South,English,Self_Employed,>70K
B01692,Client_B,West,Hindi,Salaried,>70K
B01693,Client_A,North,Telugu,Self_Employed,40K-70K
B01694,Client_B,North,Tamil,Salaried,>70K
B01695,Client_B,East,English,Self_Employed,20K-40K
B01696,Client_C,East,Tamil,Informal,20K-40K
B01697,Client_B,North,Hindi,Self_Employed,40K-70K
B01698,Client_A,South,Tamil,Salaried,>70K
B01699,Client_D,West,Telugu,Salaried,20K-40K
B01700,Client_A,North,Telugu,Informal,40K-70K
B01701,Client_B,South,Telugu,Self_Employed,40K-70K
B01702,Client_B,West,English,Salaried,20K-40K
B01703,Client_A,West,Bengali,Self_Employed,<20K
B01704,Client_C,South,Tamil,Informal,40K-70K
B01705,Client_C,West,English,Salaried,<20K
B01706,Client_B,West,English,Self_Employed,<20K
B01707,Client_A,West,Tamil,Self_Employed,40K-70K
B01708,Client_A,South,Telugu,Self_Employed,<20K
B01709,Client_D,South,Bengali,Salaried,20K-40K
B01710,Client_D,North,Bengali,Self_Employed,40K-70K
B01711,Client_A,East,English,Self_Employed,<20K
B01712,Client_A,East,Telugu,Salaried,>70K
B01713,Client_B,East,Bengali,Salaried,>70K
B01714,Client_C,East,Tamil,Self_Employed,<20K
B01715,Client_C,North,Hindi,Self_Employed,40K-70K
B01716,Client_C,North,Telugu,Self_Employed,20K-40K
B01717,Client_C,North,Tamil,Salaried,<20K
B01718,Client_B,North,Tamil,Salaried,>70K
B01719,Client_A,East,English,Salaried,>70K
B01720,Client_B,North,Tamil,Self_Employed,40K-70K
B01721,Client_C,South,Telugu,Salaried,40K-70K
B01722,Client_A,North,Telugu,Self_Employed,>70K
B01723,Client_A,East,Telugu,Salaried,>70K
B01724,Client_B,West,Telugu,Informal,<20K
B01725,Client_B,North,English,Salaried,<20K
B01726,Client_A,West,English,Self_Employed,40K-70K
B01727,Client_C,North,Tamil,Salaried,>70K
B01728,Client_C,West,Hindi,Informal,40K-70K
B01729,Client_A,West,Tamil,Informal,<20K
B01730,Client_A,West,Tamil,Informal,40K-70K
B01731,Client_A,West,Bengali,Self_Employed,40K-70K
B01732,Client_B,South,Hindi,Self_Employed,<20K
B01733,Client_D,East,Hindi,Self_Employed,20K-40K
B01734,Client_B,West,Bengali,Self_Employed,>70K
B01735,Client_D,West,Bengali,Self_Employed,20K-40K
B01736,Client_A,West,English,Salaried,<20K
B01737,Client_A,East,Telugu,Informal,40K-70K
B01738,Client_B,South,Hindi,Salaried,<20K
B01739,Client_A,East,Tamil,Salaried,>70K
B01740,Client_A,South,Telugu,Informal,<20K
B01741,Client_C,South,Tamil,Salaried,20K-40K
B01742,Client_A,West,Tamil,Self_Employed,>70K
B01743,Client_C,East,Bengali,Salaried,20K-40K
B01744,Client_A,South,Bengali,Salaried,20K-40K
B01745,Client_A,East,Telugu,Salaried,>70K
B01746,Client_D,South,Telugu,Salaried,20K-40K
B01747,Client_B,South,Hindi,Informal,40K-70K
B01748,Client_A,West,Hindi,Salaried,>70K
B01749,Client_B,North,Telugu,Informal,>70K
B01750,Client_A,East,Bengali,Self_Employed,>70K
B01751,Client_A,North,Bengali,Salaried,20K-40K
B01752,Client_B,South,Hindi,Salaried,>70K
B01753,Client_A,North,Telugu,Self_Employed,>70K
B01754,Client_A,South,English,Salaried,<20K
B01755,Client_A,West,Tamil,Self_Employed,40K-70K
B01756,Client_A,East,Tamil,Self_Employed,>70K
B01757,Client_B,South,Tamil,Self_Employed,>70K
B01758,Client_A,South,Tamil,Self_Employed,>70K
B01759,Client_A,East,Hindi,Salaried,>70K
B01760,Client_B,South,English,Self_Employed,<20K
B01761,Client_A,North,Telugu,Salaried,>70K
B01762,Client_A,West,Tamil,Informal,<20K
B01763,Client_A,East,Telugu,Informal,>70K
B01764,Client_D,West,English,Informal,>70K
B01765,Client_A,South,Tamil,Self_Employed,20K-40K
B01766,Client_B,East,Telugu,Self_Employed,20K-40K
B01767,Client_C,West,Telugu,Salaried,>70K
B01768,Client_C,West,Bengali,Informal,>70K
B01769,Client_C,South,Hindi,Salaried,>70K
B01770,Client_D,West,Bengali,Self_Employed,20K-40K
B01771,Client_B,South,English,Informal,20K-40K
B01772,Client_A,South,Tamil,Self_Employed,20K-40K
B01773,Client_B,South,Bengali,Salaried,20K-40K
B01774,Client_B,South,Tamil,Salaried,40K-70K
B01775,Client_C,South,Telugu,Self_Employed,>70K
B01776,Client_A,East,Hindi,Self_Employed,20K-40K
B01777,Client_C,South,Tamil,Salaried,20K-40K
B01778,Client_A,East,English,Salaried,<20K
B01779,Client_B,South,Telugu,Self_Employed,>70K
B01780,Client_A,East,Hindi,Self_Employed,>70K
B01781,Client_A,East,Bengali,Informal,20K-40K
B01782,Client_C,North,Bengali,Self_Employed,>70K
B01783,Client_C,East,English,Salaried,>70K
B01784,Client_A,East,Hindi,Salaried,20K-40K
B01785,Client_C,South,Bengali,Informal,40K-70K
B01786,Client_D,North,Tamil,Self_Employed,>70K
B01787,Client_B,South,Bengali,Self_Employed,40K-70K
B01788,Client_B,West,Telugu,Salaried,>70K
B01789,Client_C,North,Telugu,Salaried,20K-40K
B01790,Client_B,North,English,Informal,40K-70K
B01791,Client_B,North,Bengali,Self_Employed,40K-70K
B01792,Client_C,West,Hindi,Self_Employed,40K-70K
B01793,Client_A,South,Bengali,Self_Employed,>70K
B01794,Client_C,North,Telugu,Self_Employed,40K-70K
B01795,Client_B,West,English,Self_Employed,<20K
B01796,Client_B,East,Hindi,Salaried,40K-70K
B01797,Client_A,West,Bengali,Salaried,<20K
B01798,Client_C,East,Telugu,Salaried,40K-70K
B01799,Client_A,East,Bengali,Self_Employed,<20K
B01800,Client_B,North,Tamil,Salaried,40K-70K
B01801,Client_B,South,Bengali,Self_Employed,20K-40K
B01802,Client_A,East,Bengali,Self_Employed,40K-70K
B01803,Client_C,West,Bengali,Informal,<20K
B01804,Client_B,East,English,Salaried,>70K
B01805,Client_A,North,Hindi,Self_Employed,20K-40K
B01806,Client_C,East,Telugu,Salaried,40K-70K
B01807,Client_C,North,Tamil,Self_Employed,40K-70K
B01808,Client_D,South,English,Informal,<20K
B01809,Client_C,North,Hindi,Self_Employed,20K-40K
B01810,Client_B,North,English,Self_Employed,40K-70K
B01811,Client_C,East,Hindi,Salaried,20K-40K
B01812,Client_B,North,English,Self_Employed,20K-40K
B01813,Client_B,East,Tamil,Self_Employed,>70K
B01814,Client_B,South,Bengali,Informal,>70K
B01815,Client_A,North,Hindi,Informal,40K-70K
B01816,Client_D,South,Tamil,Self_Employed,20K-40K
B01817,Client_B,East,Hindi,Informal,<20K
B01818,Client_B,South,Telugu,Self_Employed,40K-70K
B01819,Client_B,East,Bengali,Self_Employed,>70K
B01820,Client_A,South,Bengali,Self_Employed,>70K
B01821,Client_A,East,Hindi,Self_Employed,40K-70K
B01822,Client_D,North,Telugu,Informal,20K-40K
B01823,Client_C,North,Hindi,Salaried,20K-40K
B01824,Client_B,West,English,Self_Employed,<20K
B01825,Client_B,West,Hindi,Self_Employed,20K-40K
B01826,Client_C,South,Hindi,Self_Employed,20K-40K
B01827,Client_B,West,Bengali,Informal,20K-40K
B01828,Client_A,South,Bengali,Salaried,40K-70K
B01829,Client_B,East,Tamil,Salaried,20K-40K
B01830,Client_B,East,Bengali,Salaried,20K-40K
B01831,Client_C,North,Telugu,Salaried,>70K
B01832,Client_D,West,Tamil,Salaried,>70K
B01833,Client_D,South,Tamil,Informal,>70K
B01834,Client_C,West,English,Informal,40K-70K
B01835,Client_B,East,Hindi,Informal,20K-40K
B01836,Client_A,North,Tamil,Self_Employed,<20K
B01837,Client_D,East,Tamil,Salaried,<20K
B01838,Client_D,West,Bengali,Informal,>70K
B01839,Client_B,East,Bengali,Salaried,>70K
B01840,Client_C,North,English,Self_Employed,20K-40K
B01841,Client_D,South,Telugu,Self_Employed,<20K
B01842,Client_A,North,Bengali,Informal,>70K
B01843,Client_B,East,Hindi,Salaried,>70K
B01844,Client_D,North,Hindi,Self_Employed,>70K
B01845,Client_A,North,English,Self_Employed,<20K
B01846,Client_A,West,Hindi,Salaried,20K-40K
B01847,Client_D,North,Bengali,Self_Employed,20K-40K
B01848,Client_D,North,English,Self_Employed,<20K
B01849,Client_A,West,English,Self_Employed,40K-70K
B01850,Client_B,East,Tamil,Salaried,>70K
B01851,Client_B,West,Telugu,Salaried,40K-70K
B01852,Client_C,West,Hindi,Salaried,40K-70K
B01853,Client_B,South,English,Informal,20K-40K
B01854,Client_B,East,Tamil,Salaried,>70K
B01855,Client_B,North,English,Self_Employed,<20K
B01856,Client_B,North,Telugu,Informal,>70K
B01857,Client_A,North,Telugu,Informal,40K-70K
B01858,Client_A,West,Hindi,Informal,20K-40K
B01859,Client_A,North,Hindi,Salaried,20K-40K
B01860,Client_D,North,English,Informal,40K-70K
B01861,Client_B,South,Telugu,Salaried,>70K
B01862,Client_B,South,Tamil,Self_Employed,20K-40K
B01863,Client_D,South,Tamil,Self_Employed,>70K
B01864,Client_A,West,Telugu,Self_Employed,>70K
B01865,Client_A,East,English,Informal,>70K
B01866,Client_A,East,Tamil,Self_Employed,40K-70K
B01867,Client_D,West,Tamil,Self_Employed,<20K
B01868,Client_C,South,Bengali,Salaried,20K-40K
B01869,Client_A,East,Tamil,Self_Employed,>70K
B01870,Client_A,South,Hindi,Informal,20K-40K
B01871,Client_A,East,Hindi,Salaried,>70K
B01872,Client_D,North,Bengali,Informal,20K-40K
B01873,Client_B,East,Hindi,Self_Employed,20K-40K
B01874,Client_D,South,English,Salaried,40K-70K
B01875,Client_C,East,Hindi,Salaried,>70K
B01876,Client_D,East,Tamil,Self_Employed,20K-40K
B01877,Client_B,South,Hindi,Self_Employed,<20K
B01878,Client_A,South,Hindi,Self_Employed,20K-40K
B01879,Client_B,West,Hindi,Self_Employed,20K-40K
B01880,Client_D,West,Bengali,Informal,<20K
B01881,Client_D,South,Telugu,Informal,>70K
B01882,Client_B,North,Tamil,Informal,>70K
B01883,Client_B,East,Telugu,Self_Employed,40K-70K
B01884,Client_C,North,Bengali,Salaried,20K-40K
B01885,Client_B,North,Hindi,Salaried,>70K
B01886,Client_A,West,Bengali,Self_Employed,40K-70K
B01887,Client_A,North,Telugu,Informal,<20K
B01888,Client_B,South,Telugu,Self_Employed,20K-40K
B01889,Client_A,East,Telugu,Self_Employed,>70K
B01890,Client_C,North,Bengali,Informal,20K-40K
B01891,Client_C,North,Telugu,Salaried,<20K
B01892,Client_D,West,Tamil,Salaried,20K-40K
B01893,Client_C,East,Hindi,Salaried,<20K
B01894,Client_B,South,Tamil,Self_Employed,>70K
B01895,Client_A,South,Bengali,Salaried,20K-40K
B01896,Client_A,North,Telugu,Salaried,>70K
B01897,Client_D,East,Bengali,Salaried,<20K
B01898,Client_B,East,Tamil,Salaried,<20K
B01899,Client_A,West,Tamil,Self_Employed,<20K
B01900,Client_B,West,Bengali,Informal,20K-40K
B01901,Client_C,North,Telugu,Salaried,40K-70K
B01902,Client_C,North,Bengali,Self_Employed,40K-70K
B01903,Client_C,East,Bengali,Salaried,20K-40K
B01904,Client_D,North,Bengali,Salaried,<20K
B01905,Client_B,East,English,Self_Employed,20K-40K
B01906,Client_C,North,English,Salaried,>70K
B01907,Client_A,West,Tamil,Salaried,40K-70K
B01908,Client_C,North,Tamil,Salaried,20K-40K
B01909,Client_B,South,Telugu,Self_Employed,>70K
B01910,Client_A,South,English,Salaried,>70K
B01911,Client_A,South,English,Informal,>70K
B01912,Client_C,East,Tamil,Self_Employed,>70K
B01913,Client_A,East,Bengali,Salaried,>70K
B01914,Client_A,North,Hindi,Self_Employed,<20K
B01915,Client_B,East,Hindi,Salaried,>70K
B01916,Client_C,East,English,Self_Employed,20K-40K
B01917,Client_A,West,Hindi,Self_Employed,40K-70K
B01918,Client_A,North,Hindi,Informal,20K-40K
B01919,Client_A,East,English,Salaried,<20K
B01920,Client_C,West,Bengali,Salaried,40K-70K
B01921,Client_A,East,Hindi,Salaried,40K-70K
B01922,Client_B,West,Tamil,Self_Employed,20K-40K
B01923,Client_B,South,Bengali,Self_Employed,20K-40K
B01924,Client_B,East,Bengali,Self_Employed,40K-70K
B01925,Client_A,North,English,Salaried,>70K
B01926,Client_B,North,English,Self_Employed,40K-70K
B01927,Client_A,North,Hindi,Salaried,<20K
B01928,Client_A,South,English,Salaried,20K-40K
B01929,Client_B,West,Tamil,Salaried,<20K
B01930,Client_A,North,English,Self_Employed,>70K
B01931,Client_B,South,English,Salaried,>70K
B01932,Client_A,South,English,Informal,>70K
B01933,Client_A,West,Telugu,Salaried,<20K
B01934,Client_A,North,Tamil,Self_Employed,>70K
B01935,Client_A,West,English,Self_Employed,40K-70K
B01936,Client_C,South,Tamil,Salaried,<20K
B01937,Client_C,West,Telugu,Self_Employed,20K-40K
B01938,Client_B,North,Tamil,Salaried,>70K
B01939,Client_A,North,Tamil,Salaried,<20K
B01940,Client_B,North,Telugu,Self_Employed,<20K
B01941,Client_D,North,Hindi,Self_Employed,<20K
B01942,Client_A,East,English,Informal,40K-70K
B01943,Client_A,South,Hindi,Self_Employed,>70K
B01944,Client_A,North,Hindi,Informal,40K-70K
B01945,Client_B,West,Telugu,Informal,20K-40K
B01946,Client_A,South,English,Informal,<20K
B01947,Client_D,South,English,Salaried,<20K
B01948,Client_B,South,Telugu,Self_Employed,<20K
B01949,Client_B,West,Tamil,Salaried,40K-70K
B01950,Client_A,West,Tamil,Self_Employed,20K-40K
B01951,Client_A,West,Bengali,Self_Employed,<20K
B01952,Client_A,South,Hindi,Salaried,20K-40K
B01953,Client_D,South,Tamil,Salaried,20K-40K
B01954,Client_A,South,Telugu,Salaried,20K-40K
B01955,Client_A,South,Bengali,Salaried,>70K
B01956,Client_B,South,Telugu,Self_Employed,20K-40K
B01957,Client_A,North,Hindi,Self_Employed,20K-40K
B01958,Client_A,South,English,Informal,>70K
B01959,Client_A,North,Hindi,Self_Employed,40K-70K
B01960,Client_D,North,Tamil,Self_Employed,20K-40K
B01961,Client_D,East,Telugu,Self_Employed,>70K
B01962,Client_A,East,English,Self_Employed,40K-70K
B01963,Client_C,East,English,Self_Employed,>70K
B01964,Client_A,East,English,Salaried,<20K
B01965,Client_B,West,Hindi,Informal,20K-40K
B01966,Client_D,South,Bengali,Informal,40K-70K
B01967,Client_A,North,Telugu,Salaried,<20K
B01968,Client_A,North,Tamil,Informal,<20K
B01969,Client_C,East,Tamil,Salaried,<20K
B01970,Client_C,West,Tamil,Self_Employed,20K-40K
B01971,Client_D,West,Hindi,Salaried,40K-70K
B01972,Client_A,West,Bengali,Salaried,<20K
B01973,Client_A,East,Bengali,Salaried,>70K
B01974,Client_A,West,Tamil,Salaried,<20K
B01975,Client_A,East,Tamil,Informal,>70K
B01976,Client_A,East,Tamil,Self_Employed,>70K
B01977,Client_B,East,Tamil,Salaried,20K-40K
B01978,Client_A,North,Telugu,Salaried,20K-40K
B01979,Client_B,North,Bengali,Informal,>70K
B01980,Client_B,North,Tamil,Salaried,20K-40K
B01981,Client_A,North,Telugu,Salaried,>70K
B01982,Client_C,East,Tamil,Self_Employed,<20K
B01983,Client_D,South,Hindi,Salaried,20K-40K
B01984,Client_B,East,Telugu,Salaried,40K-70K
B01985,Client_B,East,Hindi,Salaried,>70K
B01986,Client_B,North,Hindi,Informal,40K-70K
B01987,Client_D,South,Telugu,Salaried,40K-70K
B01988,Client_D,East,Bengali,Informal,20K-40K
B01989,Client_D,East,Tamil,Self_Employed,40K-70K
B01990,Client_B,East,Bengali,Informal,<20K
B01991,Client_A,West,Bengali,Salaried,<20K
B01992,Client_A,South,English,Salaried,<20K
B01993,Client_A,East,Hindi,Informal,<20K
B01994,Client_D,South,Hindi,Salaried,20K-40K
B01995,Client_B,South,Hindi,Self_Employed,20K-40K
B01996,Client_B,South,Telugu,Salaried,>70K
B01997,Client_A,South,Telugu,Self_Employed,<20K
B01998,Client_D,South,Hindi,Salaried,>70K
B01999,Client_A,East,English,Self_Employed,<20K
B02000,Client_B,North,Tamil,Self_Employed,20K-40K
B02001,Client_B,South,Tamil,Salaried,>70K
B02002,Client_C,North,Bengali,Self_Employed,<20K
B02003,Client_C,West,Tamil,Self_Employed,<20K
B02004,Client_C,North,Hindi,Salaried,40K-70K
B02005,Client_B,West,Hindi,Self_Employed,40K-70K
B02006,Client_B,East,Bengali,Salaried,>70K
B02007,Client_C,West,Bengali,Salaried,40K-70K
B02008,Client_A,North,English,Salaried,40K-70K
B02009,Client_A,North,Tamil,Informal,<20K
B02010,Client_C,South,Telugu,Salaried,40K-70K
B02011,Client_D,North,Hindi,Salaried,<20K
B02012,Client_C,South,Tamil,Salaried,>70K
B02013,Client_A,East,Telugu,Self_Employed,40K-70K
B02014,Client_C,South,English,Salaried,40K-70K
B02015,Client_D,East,Bengali,Salaried,40K-70K
B02016,Client_B,North,Telugu,Self_Employed,>70K
B02017,Client_B,North,Hindi,Informal,<20K
B02018,Client_B,East,Telugu,Informal,40K-70K
B02019,Client_B,North,Telugu,Self_Employed,<20K
B02020,Client_A,West,Tamil,Salaried,<20K
B02021,Client_A,North,Hindi,Salaried,>70K
B02022,Client_D,South,Tamil,Informal,<20K
B02023,Client_B,North,Telugu,Self_Employed,<20K
B02024,Client_B,North,English,Self_Employed,20K-40K
B02025,Client_A,North,English,Salaried,20K-40K
B02026,Client_A,South,Tamil,Salaried,20K-40K
B02027,Client_A,West,Bengali,Salaried,40K-70K
B02028,Client_A,North,Hindi,Self_Employed,<20K
B02029,Client_C,East,Hindi,Self_Employed,<20K
B02030,Client_C,East,Bengali,Self_Employed,<20K
B02031,Client_D,North,Bengali,Self_Employed,>70K
B02032,Client_D,East,Bengali,Salaried,<20K
B02033,Client_A,South,Bengali,Salaried,40K-70K
B02034,Client_A,South,Tamil,Salaried,20K-40K
B02035,Client_C,East,English,Salaried,<20K
B02036,Client_A,North,Bengali,Salaried,<20K
B02037,Client_D,West,Bengali,Salaried,<20K
B02038,Client_B,South,Tamil,Salaried,<20K
B02039,Client_B,East,Tamil,Salaried,40K-70K
B02040,Client_B,West,English,Salaried,40K-70K
B02041,Client_A,North,English,Salaried,>70K
B02042,Client_B,South,Bengali,Self_Employed,>70K
B02043,Client_A,North,Telugu,Informal,20K-40K
B02044,Client_D,West,Bengali,Self_Employed,40K-70K
B02045,Client_C,North,Hindi,Self_Employed,<20K
B02046,Client_D,North,Tamil,Salaried,20K-40K
B02047,Client_D,South,Telugu,Informal,20K-40K
B02048,Client_C,South,Telugu,Self_Employed,<20K
B02049,Client_D,West,Hindi,Self_Employed,>70K
B02050,Client_C,East,Telugu,Salaried,20K-40K
B02051,Client_B,South,Tamil,Self_Employed,<20K
B02052,Client_A,South,Bengali,Salaried,40K-70K
B02053,Client_B,East,English,Salaried,>70K
B02054,Client_B,South,Bengali,Informal,40K-70K
B02055,Client_C,North,Telugu,Self_Employed,40K-70K
B02056,Client_D,South,Telugu,Salaried,40K-70K
B02057,Client_B,North,Bengali,Salaried,<20K
B02058,Client_A,East,Bengali,Informal,20K-40K
B02059,Client_A,East,Bengali,Salaried,<20K
B02060,Client_D,South,English,Salaried,>70K
B02061,Client_D,East,Bengali,Salaried,>70K
B02062,Client_B,North,English,Salaried,>70K
B02063,Client_A,South,Tamil,Salaried,40K-70K
B02064,Client_A,South,Telugu,Informal,20K-40K
B02065,Client_A,South,Hindi,Self_Employed,<20K
B02066,Client_D,North,Hindi,Informal,40K-70K
B02067,Client_B,South,Telugu,Self_Employed,>70K
B02068,Client_B,West,Hindi,Self_Employed,40K-70K
B02069,Client_C,East,Telugu,Self_Employed,<20K
B02070,Client_A,West,Tamil,Salaried,<20K
B02071,Client_B,East,Tamil,Informal,40K-70K
B02072,Client_B,West,Telugu,Self_Employed,<20K
B02073,Client_B,East,Tamil,Salaried,<20K
B02074,Client_A,South,Hindi,Informal,40K-70K
B02075,Client_B,North,Hindi,Salaried,20K-40K
B02076,Client_A,West,Telugu,Self_Employed,40K-70K
B02077,Client_A,North,Hindi,Salaried,>70K
B02078,Client_B,South,English,Salaried,>70K
B02079,Client_A,East,Telugu,Self_Employed,20K-40K
B02080,Client_D,North,Hindi,Salaried,40K-70K
B02081,Client_C,East,Tamil,Informal,>70K
B02082,Client_D,North,English,Salaried,>70K
B02083,Client_D,North,Telugu,Salaried,<20K
B02084,Client_A,South,Telugu,Salaried,40K-70K
B02085,Client_A,North,Tamil,Salaried,40K-70K
B02086,Client_D,South,Hindi,Salaried,40K-70K
B02087,Client_B,West,Tamil,Self_Employed,>70K
B02088,Client_C,North,Telugu,Self_Employed,20K-40K
B02089,Client_D,North,Telugu,Self_Employed,40K-70K
B02090,Client_A,North,Tamil,Salaried,40K-70K
B02091,Client_B,West,Hindi,Salaried,<20K
B02092,Client_A,North,Hindi,Self_Employed,>70K
B02093,Client_A,South,Tamil,Self_Employed,>70K
B02094,Client_A,East,English,Informal,>70K
B02095,Client_A,East,Bengali,Salaried,>70K
B02096,Client_A,East,Hindi,Self_Employed,40K-70K
B02097,Client_C,South,Bengali,Self_Employed,40K-70K
B02098,Client_B,West,Hindi,Salaried,40K-70K
B02099,Client_C,South,Tamil,Salaried,<20K
B02100,Client_A,South,Tamil,Informal,20K-40K
B02101,Client_A,East,Hindi,Self_Employed,20K-40K
B02102,Client_B,West,Telugu,Self_Employed,40K-70K
B02103,Client_A,East,Telugu,Informal,20K-40K
B02104,Client_C,East,Telugu,Self_Employed,40K-70K
B02105,Client_B,East,English,Salaried,20K-40K
B02106,Client_A,East,Bengali,Self_Employed,<20K
B02107,Client_C,East,Hindi,Self_Employed,20K-40K
B02108,Client_A,North,Telugu,Salaried,>70K
B02109,Client_C,South,Tamil,Salaried,<20K
B02110,Client_B,South,Tamil,Informal,20K-40K
B02111,Client_A,West,Bengali,Self_Employed,40K-70K
B02112,Client_B,East,English,Self_Employed,<20K
B02113,Client_B,South,Telugu,Self_Employed,20K-40K
B02114,Client_A,North,Tamil,Self_Employed,<20K
B02115,Client_B,South,Hindi,Salaried,40K-70K
B02116,Client_B,North,Hindi,Informal,20K-40K
B02117,Client_C,North,Telugu,Salaried,<20K
B02118,Client_A,North,Bengali,Salaried,20K-40K
B02119,Client_B,East,Hindi,Self_Employed,40K-70K
B02120,Client_D,East,English,Salaried,<20K
B02121,Client_A,North,Bengali,Salaried,40K-70K
B02122,Client_C,West,Telugu,Self_Employed,>70K
B02123,Client_A,North,Telugu,Informal,<20K
B02124,Client_B,North,Bengali,Self_Employed,<20K
B02125,Client_A,North,English,Salaried,20K-40K
B02126,Client_B,West,Bengali,Salaried,40K-70K
B02127,Client_B,East,Telugu,Self_Employed,40K-70K
B02128,Client_D,West,English,Salaried,<20K
B02129,Client_D,East,Telugu,Self_Employed,<20K
B02130,Client_D,East,Telugu,Self_Employed,<20K
B02131,Client_D,South,Bengali,Self_Employed,>70K
B02132,Client_B,North,Tamil,Salaried,<20K
B02133,Client_C,North,Telugu,Salaried,40K-70K
B02134,Client_D,West,Telugu,Informal,<20K
B02135,Client_A,North,Bengali,Informal,>70K
B02136,Client_C,North,Hindi,Self_Employed,<20K
B02137,Client_B,East,Bengali,Salaried,20K-40K
B02138,Client_A,East,Telugu,Salaried,<20K
B02139,Client_B,East,Hindi,Self_Employed,>70K
B02140,Client_C,West,Bengali,Salaried,20K-40K
B02141,Client_C,North,Hindi,Self_Employed,40K-70K
B02142,Client_A,West,Hindi,Self_Employed,>70K
B02143,Client_D,West,Hindi,Salaried,<20K
B02144,Client_B,East,Telugu,Salaried,20K-40K
B02145,Client_C,East,Tamil,Salaried,<20K
B02146,Client_A,West,English,Informal,20K-40K
B02147,Client_B,South,Tamil,Self_Employed,20K-40K
B02148,Client_A,North,Telugu,Self_Employed,>70K
B02149,Client_B,South,Bengali,Informal,40K-70K
B02150,Client_B,South,Bengali,Salaried,40K-70K
B02151,Client_B,South,Tamil,Self_Employed,40K-70K
